,HN00157641_AMT60212,HN00157641_CPP6002,HN00158226_AMT-62212,HN00158226_AMT-62411,HN00158226_AMT-86116,HN00158226_AMT-912711,HN00158226_F1493,HN00158226_GS200142,HN00158226_K200742,HN00158226_TJ3-03,HN00160728_K40318,HN00161493_KY0014,HN00163376_AMT88628,HN00163376_FA111,HN00167634_C4-2,HN00167634_CPP0006,HN00167634_K200347,HN00171167_F3034,HN00171167_F3035,HN00171167_F3039,HN00171167_F3062,HN00171167_F3071,HN00173995_F3121,HN00173995_F3303,HN00173995_F3309,HN00173995_MK3-11,HN00173995_MK3-15,HN00173995_MK7-12,HN00173995_MK7-50,HN00173995_T10-36,HN00173995_T10-42,HN00175004_F3085,HN00175004_F3276,HN00175004_GS00019,HN00175004_GS00024,HN00175004_GS00026,HN00175004_MK2-49,HN00175486_F1015,HN00175486_F1049,HN00175486_F1319,HN00175486_F1320,HN00175486_F1321,HN00175486_F1331,HN00175486_F1340,HN00175486_F3127,HN00175486_F3142,HN00175486_F3161,HN00175486_F3168,HN00175486_F3177,HN00175486_F3230,HN00175486_F3232,HN00175486_GS00022,HN00175796_F3300,HN00175796_F3301,HN00175796_F3306,HN00175796_F3307,HN00175796_F3369,HN00175796_F3370,HN00175796_F3371,HN00175796_F3378,HN00175796_F3454,HN00175796_F3461,HN00175796_F3466,HN00175796_GS201401,HN00175796_GS201402,HN00175796_GS41424,HN00175796_GS41425,HN00176442_F3372,HN00176442_GS40304,HN00176442_GS40306,HN00176442_GS41429,HN00176442_GSY0003,HN00176442_GSY0007,HN00176442_GSY0017,HN00179262_F4055,HN00179262_F4206,HN00179262_F4454,HN00179328_F2309-1,HN00179328_F2317,HN00179328_K040706,HN00179328_KMGR2-43,HN00180670_CHKJ1115-02,HN00180670_CHKJ1127,HN00180670_CHKJ1223-2,HN00180670_F2080,HN00180670_F2121,HN00180670_K40327,HN00180670_MK1-10,HN00180670_MK1-12,HN00180670_MK1-13,HN00180670_MK1-18,HN00180670_MK1-34,HN00180670_MK1-9,HN00180670_MK2-12,HN00180670_MK2-3,HN00180670_MK2-6,HN00195341_AMT-61016,HN00195341_CHKJ1253026,HN00195341_DK250101,HN00195341_DK250105,HN00195341_DK250126,HN00195341_DK250312,HN00195341_DK50004,HN00195341_DK50032,HN00195341_G2-10,HN00195341_G3-29,HN00195341_JJ1-135,HN00196390_AMT-60411,HN00196390_CHKJ1122,HN00196390_DK250125,HN00196390_F2132,HN00196390_F2151,HN00196390_K200109,HN00196390_K200234,HN00196390_K40028,HN00196390_K40049,HN00196390_KFT18,HN00196822_AMT-60612,HN00196822_AMT-86113,HN00196822_K200228,HN00196822_K40725,HN00200515_AMT-62920,HN00200515_AMT-73813,HN00200515_AMT-74226,HN00200515_DKM250103,HN00200515_GS00003,HN00200515_GS00008,HN00200515_GS00049,HN00200515_GS200102,HN00200515_GS200141,HN00200515_K40006,HN00200515_KY0001,HN00200515_KY0017,HN00200749_GS00038,HN00200749_K200115,HN00200749_K42834,HN00200749_KK200119,HN00200749_MK2-46,HN00200749_T10-11,HN00203775_CHKJ1253002,HN00203775_F2100,HN00203775_F4043,HN00203775_F4202,HN00203775_F4207,HN00204805_CHKJ1211-1,HN00204805_F1208,HN00204805_F1249-1,HN00204805_FA0221,HN00215192_CH2-11,HN00222446_AMT-87013,HN00222446_AMT73616,HN00222446_CH2-30,HN00222446_CHKJ1408,HN00222446_FA0107,HN00222446_FA0422,HN00222446_FA0508,HN00222446_GS40726,HN00222446_GSY0035,HN00222446_JJ1-101,HN00222446_KO11-19,HN00222446_Sea08-36,HN00222446_T1-19,HN00223109_AMT-912213,HN00223109_MK1-41,HN00223109_T7-42,HN00223109_TPP6047,HN00226248_AMT-63123,HN00226248_TPP3038,HN00234071_Bifi-B2104,HN00251139_BGIL25015,HN00251139_BGIL25041,HN00251139_BJS25001,HN00251139_BJS25005,HN00251139_BJS25013,HN00251139_BJS25028,HN00251139_BJS25031,HN00251139_BJS25032,HN00251139_BMX25005,HN00251139_BMX25007,HN00251139_BTH25001,HN00251139_BTH25041,HN00251139_KCUT25010,HN00251139_KJS25013,HN00251139_KJS25018,HN00251139_KJS25024,HN00251139_KJS25025,HN00251139_KYF25002,HN00252244_BMX25010,HN00280011_AMT-60913,HN00280011_AMT-62814-2,HN00280011_AMT-74420,HN00280011_AMT-913617,HN00280011_BEG25026,HN00280011_BGIL25058,HN00280011_BSO25040,HN00280011_C3-36,HN00280011_C4-50,HN00280011_CHKJ1253001,HN00280011_CHKJ153021-2,HN00280011_F1016,HN00280011_F1169-1,HN00280011_F2153,HN00280011_GS00031,HN00280011_KCUT25001,HN00280011_KCUT25011,HN00280011_KCUT25019,HN00280011_KCUT25026,HN00280011_KJS25004,HN00280011_KJS25048,HN00280011_KK200214,HN00280011_KYF25005,HN00280011_L11-28,HN00280011_L11-30,HN00280011_Sea9-11,HN00281774_BMX25006,HN00281774_BSO25019,HN00281774_BSO25044,HN00281774_C4-31,HN00281774_KRS25004,HN00281774_Sea9-10
HN00251139_BJS25032,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.1737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.13565,,,,,,,,,,,,,,,98.6566,,,100.0,,,,,,,,,,78.29435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00251139_BMX25005,,,,,,,,,,,,,,,,,,,,,,,,,,,79.3607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00251139_BMX25007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00251139_BTH25001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.38215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.87755,98.06469999999999,97.99064999999999,98.48310000000001,98.51455,,94.63485,98.03755,,94.65115,,,,,,,,,,,,,,,,,,98.0797,,,,,,,,98.35045,,,,,,,,,,,,,,,,,,,,,,,,98.4519,,98.1051,,,,,,,,,,,,,,,,,,,,,94.6759,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,80.05225,,,,,,,,,,,,,,,,,,,,,,,
HN00251139_BTH25041,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75045,,79.52029999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.62525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.82025,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,77.3982,,,,,,,,,78.98140000000001,,,,,,,,,,,,,,,,,,,,,,79.6095,,
HN00251139_KCUT25010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00251139_KJS25013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.22545,,,80.2496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,97.7813,,,,,,,,,,,,,,,,78.52855,,,,,,,,,78.98245,,78.81115,,,,,,,,,
HN00251139_KJS25018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.4957,,,80.4801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.7813,100.0,,,,,,,,,,,,,,,,78.4993,,,,,,,,,78.8005,,78.7726,,,,,,,,,
HN00251139_KJS25024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,82.84045,,,,,,,,,,,,
HN00251139_KJS25025,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.70044999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.75,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00251139_KYF25002,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.51115,,77.47300000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.64755,,,,,,,,,,,,,,,78.1813,,,78.29435,,,,77.3982,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00252244_BMX25010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,81.36529999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00280011_AMT-60913,98.7033,,,83.12219999999999,,,,,,,,,98.75635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.67615,98.6578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.65045,98.66205,98.61925,,,,,,,,,,,,,,,,,,99.28020000000001,,,98.8051,,,,,,,,98.7388,,,,,,,98.82145,,,98.8791,,,,,,,,,98.72425,,,,,,,,,,,,,,,,98.78094999999999,,,,,,,,,,,,,,,,,,,,,,100.0,,98.86285000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00280011_AMT-62814-2,,,,,80.7118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.17815,,,,,,,,,,,80.70054999999999,,,79.89355,,,,,,80.3201,,,,,,,,80.4782,,,,80.49244999999999,,98.39425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.11955,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,84.3138,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00280011_AMT-74420,99.08160000000001,,,83.0315,,,,,,,,,99.00095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.6246,98.6319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.6368,98.6424,98.62774999999999,,,,,,,,,,,,,,,,,,98.8947,,,99.00545,,,,,,,,99.1098,,,,,,,99.1908,,,99.54565,,,,,,,,,99.01345,,,,,,,,,,,,,,,,99.0874,,,,,,,,,,,,,,,,,,,,,,98.86285000000001,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00280011_AMT-913617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0428,,,,,,,,,79.8118,,,,,,,,,,,,,,84.2846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.3138,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00280011_BEG25026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.36529999999999,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00280011_BGIL25058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.78225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,81.68475000000001,,,,,,,,82.41155
HN00280011_BSO25040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,82.50655,,,,
HN00280011_C3-36,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.01804999999999,,80.6799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.19505000000001,,,,,,,,,,,,,,,,,,,,,,78.98140000000001,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,80.49119999999999,,
HN00280011_C4-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.2663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.17305,80.30600000000001,80.32195,80.0686,79.96135000000001,,80.3144,80.345,,80.21799999999999,,,,,,,,,,,,,,,,,,80.37965,,,,,,,,80.00975,,,,,,,,,,,,,,,,,,,,,,,,80.03655,,80.18350000000001,,,,,,,,,,,,,,,,,,,,,80.4499,,,,,,,,,,,,,,,,80.05225,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,
HN00280011_CHKJ1253001,,81.1902,,,,,,,,,,,,98.5078,,81.14815,,79.1225,,,,79.0623,,81.27765,,,,,,,,,78.9292,,,,,,,98.03345,98.33109999999999,98.12705,81.21585,98.11645,,,98.55655,79.19935000000001,,,,,81.19005,,79.0762,,79.18755,79.0744,79.05590000000001,,,98.60135,81.16655,,,81.17835,,,,,,,98.81479999999999,81.07130000000001,,,78.91635,,79.0851,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,81.2448,81.18960000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9998,,,,,,,81.22435,81.7036,,,,,79.2176,81.24835,81.21260000000001,,,81.2247,,,,98.26685,,,,81.23644999999999,,81.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,79.2822,,,81.20405,,,,,,,,,,,,,,,98.23955,,,
HN00280011_CHKJ153021-2,,78.929,,,,,,,,,,,,79.31445,,79.1942,,83.04650000000001,,,,,,78.77185,,,,,,,,,82.77680000000001,,,,,,,79.3177,79.22030000000001,79.52754999999999,78.88974999999999,79.57215,,,79.60715,98.67605,,,,,78.82005000000001,,98.31819999999999,,83.15889999999999,83.35875,82.8218,,,79.1597,78.88034999999999,,,78.8729,,,,,,,79.2316,79.0409,,,98.6939,,,,,,,,,,,,,,,,,,,,,79.10085000000001,,,,,,,,,,,,,78.9822,78.93465,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.2141,,,,,,,78.93965,79.47185,,,,,99.88374999999999,79.04294999999999,79.0839,,,78.9518,,,,79.59100000000001,,,,78.8562,,79.04795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.2822,100.0,,,78.97865,,,,,,,,,,,,,,,79.29759999999999,,,
HN00280011_F1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.15,,,80.18955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.52855,78.4993,,,,,,,,,,,,,,,,100.0,,,,,,,,,81.05615,,80.04655,,,,,,,,,
HN00280011_F1169-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,
HN00280011_F2153,,97.6322,,,,,,,,,,,,81.18535,,93.9876,,78.99125000000001,,,,,,97.6323,,,,,,,,,78.90525,,,,,,,81.1473,81.209,81.1456,97.89025000000001,81.21430000000001,,,81.0234,79.03345,,,,,97.65514999999999,,79.0436,,78.82245,78.86615,78.78385,,,81.3181,97.97885,,,97.84425,,,,,,,81.19405,97.8168,,,79.06965,,,,,,,,,,,,,,,,,,,,,81.18369999999999,,,,,,,,,,,,,99.24334999999999,97.8982,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.16125,,,,,,,97.815,80.79755,,,,,79.0208,99.19630000000001,99.13040000000001,,,97.8509,,,,81.10655,,,,97.65975,,97.6268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.20405,78.97865,,,100.0,,,,,,,,,,,,,,,81.22735,,,
HN00280011_GS00031,,,99.1157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.99600000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9887,,,,,,,,,,,,,,,,,,,,,,,,,,99.11325,,,,,,,99.16605000000001,,,,,,,,,,,,,,,,,,,,,,99.9954,,,99.98895,,,,,99.99085,,,,,,,,,,,,,,,,,,,,,,,99.99115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,
HN00280011_KCUT25001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,
HN00280011_KCUT25011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,
HN00280011_KCUT25019,,,,,,,,,,,,,,,,,,,89.36925,92.23935,89.42795,92.15875,95.40805,,,,,,,,,89.39355,,,,89.40905,,,,,,,,,,95.3997,,,,89.48675,,92.19739999999999,,92.21345,,89.46690000000001,,,,,89.4493,,,,,,92.1379,,,,,92.19235,,,,,,89.42224999999999,92.10804999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,
HN00280011_KCUT25026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,
HN00280011_KJS25004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.84045,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,
HN00280011_KJS25048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.78495000000001,,,81.82050000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.98245,78.8005,,,,,,,,,,,,,,,,81.05615,,,,,,,,,100.0,,84.57855,,,,,,,,,
HN00280011_KK200214,,,,,,79.3169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.69874999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.39125,,,,,,80.3897,,79.1122,,,,,,,,,,,,,,,,,80.11095,,,,,,,,,,,,,,,,,,,,,,,,,79.21785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,
HN00280011_KYF25005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.80305,,,79.82075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.81115,78.7726,,,,,,,,,,,,,,,,80.04655,,,,,,,,,84.57855,,100.0,,,,,,,,,
HN00280011_L11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.29929999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.68475000000001,,,,,,,,,,,,,,,,,,100.0,,,,,,,,81.24565
HN00280011_L11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,
HN00280011_Sea9-11,,,,,,,,,,,,,,,90.69980000000001,,,,,,,,,,91.5511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.87004999999999,,,,,,,,,,91.6149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.06605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,
HN00281774_BMX25006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,
HN00281774_BSO25019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.50655,,,,,,,,,,,,,,,,,,,,,100.0,,,,
HN00281774_BSO25044,,81.11915,,,,,,,,,,,,98.3365,,81.05555,,79.00874999999999,,79.2196,,79.0062,,81.11955,,,,,,,,,79.04305,,,,,,,97.95745,98.0935,98.0604,81.19485,98.01815,,,98.22995,79.0783,,,,,81.19964999999999,,79.02000000000001,,79.1494,79.07114999999999,78.97290000000001,,,98.20365000000001,81.19035,,,81.219,,,,,,,98.3018,81.1876,,,79.02154999999999,,,,,,,,,,,,,,,,,,,,,98.24934999999999,,,,,,,,,,,,,81.19405,81.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.2451,,,,,,,81.23519999999999,81.89574999999999,,,,,79.21090000000001,81.23685,81.27709999999999,,,81.26795,,,,98.1082,,,,81.18395,,81.04235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.23955,79.29759999999999,,,81.22735,,,,,,,,,,,,,,,100.0,,,
