user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
HN00196390_KFT18	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B lactis	GCF_015751045.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B lactis	98.43	0.904	GCF_015751045.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B lactis	98.43	0.904	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_029023785.1, s__Enterococcus_B faecium, 95.0, 94.51, 0.832; GCF_011038845.1, s__Enterococcus_B sp011038845, 95.0, 80.99, 0.169	96.82	11	N/A	N/A
HN00196822_AMT-60612	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Latilactobacillus;s__Latilactobacillus curvatus	GCF_004101845.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Latilactobacillus;s__Latilactobacillus curvatus	98.54	0.878	GCF_004101845.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Latilactobacillus;s__Latilactobacillus curvatus	98.54	0.878	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Latilactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_905332535.1, s__Latilactobacillus fragifolii, 95.0, 88.54, 0.621; GCF_001436415.1, s__Latilactobacillus graminis, 95.0, 85.06, 0.404; GCF_002370355.1, s__Latilactobacillus sakei, 95.0, 83.34, 0.196; GCA_002953655.1, s__Latilactobacillus sakei_A, 95.0, 82.28, 0.193	96.07	11	N/A	N/A
HN00196822_AMT-86113	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella cibaria	GCF_000193635.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella cibaria	96.81	0.912	GCF_000193635.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella cibaria	96.81	0.912	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_004521965.1, s__Weissella cibaria_A, 95.0, 93.4, 0.836; GCA_041871065.1, s__Weissella confusa_A, 95.0, 84.0, 0.218; GCF_025908565.2, s__Weissella fermenti, 95.0, 83.3, 0.188; GCF_007991875.1, s__Weissella confusa, 95.0, 82.68, 0.195	95.55	11	N/A	N/A
HN00196822_K200228	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	GCF_029023865.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	98.65	0.864	GCF_029023865.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	98.65	0.864	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001591705.1, s__Lactococcus cremoris, 95.0, 88.02, 0.583; GCF_014905395.1, s__Lactococcus taiwanensis, 95.0, 85.62, 0.206	98.31	11	N/A	N/A
HN00196822_K40725	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus plantarum	GCF_014131735.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus plantarum	98.79	0.911	GCF_014131735.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus plantarum	98.79	0.911	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_032681335.1, s__Lactiplantibacillus sp032681335, 95.0, 90.63, 0.625; GCF_003641145.1, s__Lactiplantibacillus paraplantarum, 95.0, 88.31, 0.538; GCF_003641185.1, s__Lactiplantibacillus pentosus, 95.0, 82.79, 0.227; GCA_000463075.2, s__Lactiplantibacillus plantarum_A, 95.0, 82.36, 0.207	93.19	11	N/A	N/A
HN00200515_AMT-62920	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Latilactobacillus;s__Latilactobacillus sakei	GCF_002370355.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Latilactobacillus;s__Latilactobacillus sakei	97.72	0.909	GCF_002370355.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Latilactobacillus;s__Latilactobacillus sakei	97.72	0.909	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Latilactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002953655.1, s__Latilactobacillus sakei_A, 95.0, 93.46, 0.83; GCF_004101845.1, s__Latilactobacillus curvatus, 95.0, 83.87, 0.216; GCF_905332535.1, s__Latilactobacillus fragifolii, 95.0, 81.05, 0.158	95.87	11	N/A	N/A
HN00200515_AMT-73813	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__Pediococcus pentosaceus	GCF_001437285.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__Pediococcus pentosaceus	99.28	0.932	GCF_001437285.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__Pediococcus pentosaceus	99.28	0.932	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_022712335.1, s__Pediococcus sp022712335, 95.0, 86.13, 0.4	95.75	11	N/A	N/A
HN00200515_AMT-74226	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus plantarum	GCF_014131735.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus plantarum	99.08	0.923	GCF_014131735.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus plantarum	99.08	0.923	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_032681335.1, s__Lactiplantibacillus sp032681335, 95.0, 90.57, 0.614; GCF_003641145.1, s__Lactiplantibacillus paraplantarum, 95.0, 88.61, 0.547; GCF_003641185.1, s__Lactiplantibacillus pentosus, 95.0, 82.86, 0.228; GCA_000463075.2, s__Lactiplantibacillus plantarum_A, 95.0, 82.35, 0.212	94.1	11	N/A	N/A
HN00200515_DKM250103	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides	GCF_000014445.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides	99.39	0.917	GCF_000014445.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides	99.39	0.917	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001891125.1, s__Leuconostoc suionicum, 95.0, 94.06, 0.815; GCA_009676745.1, s__Leuconostoc mesenteroides_B, 95.0, 91.4, 0.793; GCF_008107645.1, s__Leuconostoc litchii, 95.0, 82.02, 0.268	94.5	11	N/A	N/A
HN00200515_GS00003	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Levilactobacillus;s__Levilactobacillus brevis	GCF_001433855.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Levilactobacillus;s__Levilactobacillus brevis	97.18	0.878	GCF_001433855.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Levilactobacillus;s__Levilactobacillus brevis	97.18	0.878	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Levilactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	95.79	11	N/A	N/A
HN00200515_GS00008	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella cibaria	GCF_000193635.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella cibaria	98.42	0.941	GCF_000193635.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella cibaria	98.42	0.941	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_004521965.1, s__Weissella cibaria_A, 95.0, 93.91, 0.846; GCA_041871065.1, s__Weissella confusa_A, 95.0, 83.88, 0.233; GCF_025908565.2, s__Weissella fermenti, 95.0, 83.26, 0.196; GCF_007991875.1, s__Weissella confusa, 95.0, 82.99, 0.202	95.41	11	N/A	N/A
HN00200515_GS00049	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	GCF_029023865.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	97.71	0.794	GCF_029023865.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	97.71	0.794	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001591705.1, s__Lactococcus cremoris, 95.0, 87.89, 0.558; GCF_014905395.1, s__Lactococcus taiwanensis, 95.0, 85.93, 0.196	97.44	11	N/A	N/A
HN00200515_GS200102	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Levilactobacillus;s__Levilactobacillus brevis	GCF_001433855.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Levilactobacillus;s__Levilactobacillus brevis	97.18	0.878	GCF_001433855.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Levilactobacillus;s__Levilactobacillus brevis	97.18	0.878	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Levilactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	95.69	11	N/A	N/A
HN00200515_GS200141	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Latilactobacillus;s__Latilactobacillus sakei	GCF_002370355.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Latilactobacillus;s__Latilactobacillus sakei	98.86	0.929	GCF_002370355.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Latilactobacillus;s__Latilactobacillus sakei	98.86	0.929	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Latilactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002953655.1, s__Latilactobacillus sakei_A, 95.0, 93.24, 0.829; GCF_004101845.1, s__Latilactobacillus curvatus, 95.0, 84.43, 0.238; GCF_905332535.1, s__Latilactobacillus fragifolii, 95.0, 81.2, 0.166	95.91	11	N/A	N/A
HN00200515_K40006	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella cibaria	GCF_000193635.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella cibaria	96.8	0.907	GCF_000193635.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella cibaria	96.8	0.907	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_004521965.1, s__Weissella cibaria_A, 95.0, 93.38, 0.833; GCA_041871065.1, s__Weissella confusa_A, 95.0, 84.0, 0.217; GCF_025908565.2, s__Weissella fermenti, 95.0, 83.3, 0.186; GCF_007991875.1, s__Weissella confusa, 95.0, 82.68, 0.194	95.39	11	N/A	N/A
HN00200515_KY0001	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus plantarum	GCF_014131735.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus plantarum	98.81	0.903	GCF_014131735.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus plantarum	98.81	0.903	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_032681335.1, s__Lactiplantibacillus sp032681335, 95.0, 90.63, 0.617; GCF_003641145.1, s__Lactiplantibacillus paraplantarum, 95.0, 88.47, 0.532; GCF_003641185.1, s__Lactiplantibacillus pentosus, 95.0, 82.8, 0.222; GCA_000463075.2, s__Lactiplantibacillus plantarum_A, 95.0, 82.3, 0.202	93.29	11	N/A	N/A
HN00200515_KY0017	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella paramesenteroides	GCF_000160575.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella paramesenteroides	97.52	0.826	GCF_000160575.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella paramesenteroides	97.52	0.826	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_005405465.1, s__Weissella thailandensis, 95.0, 85.07, 0.458; GCF_024718545.1, s__Weissella fangxianensis, 95.0, 84.46, 0.426; GCF_005405285.1, s__Weissella sagaensis, 95.0, 81.21, 0.173; GCF_005405545.1, s__Weissella hellenica, 95.0, 80.63, 0.166; GCF_900094835.1, s__Weissella bombi, 95.0, 80.28, 0.159	94.68	11	N/A	N/A
HN00200749_GS00038	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Levilactobacillus;s__Levilactobacillus brevis	GCF_001433855.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Levilactobacillus;s__Levilactobacillus brevis	97.18	0.878	GCF_001433855.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Levilactobacillus;s__Levilactobacillus brevis	97.18	0.878	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Levilactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	95.53	11	N/A	N/A
HN00200749_K200115	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Latilactobacillus;s__Latilactobacillus sakei	GCF_002370355.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Latilactobacillus;s__Latilactobacillus sakei	98.92	0.942	GCF_002370355.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Latilactobacillus;s__Latilactobacillus sakei	98.92	0.942	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Latilactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002953655.1, s__Latilactobacillus sakei_A, 95.0, 93.06, 0.818; GCF_004101845.1, s__Latilactobacillus curvatus, 95.0, 84.48, 0.224; GCF_905332535.1, s__Latilactobacillus fragifolii, 95.0, 81.07, 0.165	96.17	11	N/A	N/A
HN00200749_K42834	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Latilactobacillus;s__Latilactobacillus curvatus	GCF_004101845.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Latilactobacillus;s__Latilactobacillus curvatus	98.71	0.889	GCF_004101845.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Latilactobacillus;s__Latilactobacillus curvatus	98.71	0.889	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Latilactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_905332535.1, s__Latilactobacillus fragifolii, 95.0, 88.31, 0.603; GCF_001436415.1, s__Latilactobacillus graminis, 95.0, 85.01, 0.4; GCF_002370355.1, s__Latilactobacillus sakei, 95.0, 83.28, 0.206; GCA_002953655.1, s__Latilactobacillus sakei_A, 95.0, 82.28, 0.196	95.89	11	N/A	N/A
HN00200749_KK200119	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	GCF_029023865.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	98.72	0.866	GCF_029023865.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	98.72	0.866	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001591705.1, s__Lactococcus cremoris, 95.0, 87.94, 0.568; GCF_014905395.1, s__Lactococcus taiwanensis, 95.0, 85.76, 0.204	97.34	11	N/A	N/A
HN00200749_MK2-46	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus petauri	GCF_002154895.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus petauri	97.33	0.852	GCF_002154895.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus petauri	97.33	0.852	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_029024465.1, s__Lactococcus garvieae, 95.0, 93.22, 0.779; GCF_018403745.1, s__Lactococcus formosensis, 95.0, 92.35, 0.773; GCA_934191625.1, s__Lactococcus sp934191625, 95.0, 90.05, 0.735; GCF_943192955.1, s__Lactococcus muris, 95.0, 83.67, 0.288; GCF_016027715.1, s__Lactococcus garvieae_A, 95.0, 83.38, 0.335; GCF_943193185.1, s__Lactococcus ileimucosae, 95.0, 82.82, 0.286	98.05	11	N/A	N/A
HN00200749_T10-11	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus plantarum	GCF_014131735.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus plantarum	100.0	1.0	GCF_014131735.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus plantarum	100.0	1.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_032681335.1, s__Lactiplantibacillus sp032681335, 95.0, 90.58, 0.623; GCF_003641145.1, s__Lactiplantibacillus paraplantarum, 95.0, 88.4, 0.541; GCF_003641185.1, s__Lactiplantibacillus pentosus, 95.0, 82.85, 0.214; GCA_000463075.2, s__Lactiplantibacillus plantarum_A, 95.0, 82.21, 0.207	93.29	11	N/A	N/A
HN00203775_CHKJ1253002	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus subtilis	GCF_000009045.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus subtilis	98.92	0.967	GCF_000009045.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus subtilis	98.92	0.967	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000738015.1, s__Bacillus stercoris, 95.0, 94.83, 0.904; GCF_000332645.1, s__Bacillus inaquosorum, 95.0, 92.45, 0.876; GCF_004124315.2, s__Bacillus cabrialesii, 95.0, 92.26, 0.885; GCF_031316495.1, s__Bacillus spizizenii, 95.0, 92.19, 0.862; GCF_011745685.2, s__Bacillus rugosus, 95.0, 92.18, 0.872; GCA_026790065.1, s__Bacillus sp026790065, 95.0, 92.07, 0.861; GCF_040784915.1, s__Bacillus subtilis_G, 95.0, 91.57, 0.84; GCF_031317525.1, s__Bacillus tequilensis, 95.0, 91.54, 0.812; GCF_004116955.1, s__Bacillus vallismortis, 95.0, 90.82, 0.784; GCA_020223575.2, s__Bacillus mexicanus, 95.0, 90.37, 0.777; GCF_001517105.1, s__Bacillus halotolerans, 95.0, 88.49, 0.753; GCF_031316635.1, s__Bacillus mojavensis, 95.47, 88.17, 0.751; GCF_001584335.1, s__Bacillus atrophaeus, 95.0, 81.65, 0.268; GCF_000196735.1, s__Bacillus amyloliquefaciens, 95.0, 81.15, 0.176; GCF_000262045.1, s__Bacillus siamensis, 95.0, 80.85, 0.189; GCF_018613535.1, s__Bacillus sp018613535, 95.0, 80.84, 0.207; GCF_001461825.1, s__Bacillus velezensis, 95.0, 80.69, 0.181; GCF_001584325.1, s__Bacillus nakamurai, 95.0, 80.56, 0.194	96.11	11	N/A	N/A
